,card_name,card_type,release,usd_price,cmc,color_identity,rarity
8988,Mystic Skyfish,Creature — Fish,2020-07-03,0.05,3.0,['U'],common
8989,Mystic Snake,Creature — Snake,2018-03-16,0.66,4.0,"['G', 'U']",rare
8990,Mystic Visionary,Creature — Human Nomad Mystic,2001-10-01,0.09,2.0,['W'],common
8991,Mystic Zealot,Creature — Human Nomad Mystic,2023-01-13,0.03,4.0,['W'],common
8992,"Naban, Dean of Iteration",Legendary Creature — Human Wizard,2018-04-27,0.38,2.0,['U'],rare
8993,Nacatl Hunt-Pride,Creature — Cat Warrior,2011-09-02,0.19,6.0,"['G', 'R', 'W']",uncommon
8994,Nacatl Outlander,Creature — Cat Scout,2009-02-06,0.09,2.0,"['G', 'R']",common
8995,Nacatl Savage,Creature — Cat Warrior,2009-02-06,0.06,2.0,['G'],common
8996,Nacatl War-Pride,Creature — Cat Warrior,2007-05-04,2.14,6.0,['G'],uncommon
8997,"Nadaar, Selfless Paladin",Legendary Creature — Dragon Knight,2021-07-23,0.28,3.0,['W'],rare
8998,"Nadier, Agent of the Duskenel",Legendary Creature — Elf Warrior,2020-11-20,0.11,6.0,['B'],uncommon
8999,Nadier's Nightblade,Creature — Elf Warrior,2024-06-14,0.11,3.0,['B'],uncommon
9000,Nadir Kraken,Creature — Kraken,2024-02-09,0.20,3.0,['U'],rare
9001,"Nadu, Winged Wisdom",Legendary Creature — Bird Wizard,2024-06-14,0.57,3.0,"['G', 'U']",rare
9002,"Nael, Avizoa Aeronaut",Legendary Creature — Elf Scout,2022-09-09,0.02,4.0,"['G', 'U']",uncommon
9003,Nafs Asp,Creature — Snake,1995-04-01,0.11,1.0,['G'],common
9004,Naga Eternal,Creature — Zombie Snake,2019-05-03,0.02,3.0,['U'],common
9005,"Nagao, Bound by Honor",Legendary Creature — Human Samurai,2004-10-01,0.22,4.0,['W'],uncommon
9006,Naga Oracle,Creature — Snake Cleric,2017-04-28,0.02,4.0,['U'],common
9007,Naga Vitalist,Creature — Snake Druid,2017-04-28,0.03,2.0,['G'],common
9008,"Nahiri, Forged in Fury",Legendary Creature — Kor Artificer,2023-05-12,3.50,6.0,"['R', 'W']",mythic
9009,Naiad of Hidden Coves,Enchantment Creature — Nymph,2020-01-24,0.04,3.0,['U'],common
9010,"Najal, the Storm Runner",Legendary Creature — Efreet Wizard,2022-09-09,0.05,5.0,"['R', 'U']",uncommon
9011,"Najeela, the Blade-Blossom",Legendary Creature — Human Warrior,2018-06-08,10.27,3.0,"['B', 'G', 'R', 'U', 'W']",mythic
9012,Nakaya Shade,Creature — Shade,2000-06-05,0.12,2.0,['B'],uncommon
9013,Nalathni Dragon,Creature — Dragon,2024-08-02,0.42,4.0,['R'],rare
9014,Nalfeshnee,Creature — Beast Demon,2022-06-10,5.62,6.0,['R'],rare
9015,Nalia de'Arnise,Legendary Creature — Human Rogue,2022-06-10,,3.0,"['B', 'W']",mythic
9016,Nameless One,Creature — Wizard Avatar,2002-10-07,0.19,4.0,['U'],uncommon
9017,Nameless Race,Creature,1994-08-01,3.93,4.0,['B'],rare
9018,Nantuko Blightcutter,Creature — Insect Druid,2002-02-04,0.33,3.0,['G'],rare
9019,Nantuko Calmer,Creature — Insect Druid,2002-02-04,0.12,4.0,['G'],common
9020,Nantuko Cultivator,Creature — Insect Druid,2024-04-19,0.03,4.0,['G'],uncommon
9021,Nantuko Disciple,Creature — Insect Druid,2003-07-28,0.03,4.0,['G'],common
9022,Nantuko Elder,Creature — Insect Druid,2001-10-01,1.05,3.0,['G'],uncommon
9023,Nantuko Husk,Creature — Zombie Insect,2015-07-17,0.09,3.0,['B'],common
9024,Nantuko Mentor,Creature — Insect Druid,2001-10-01,0.37,3.0,['G'],rare
9025,Nantuko Shade,Creature — Insect Shade,2023-01-13,0.07,2.0,['B'],rare
9026,Nantuko Shaman,Creature — Insect Shaman,2021-03-19,0.03,3.0,['G'],common
9027,Nantuko Tracer,Creature — Insect Druid,2002-05-27,0.18,2.0,['G'],common
9028,Nantuko Vigilante,Creature — Insect Druid Mutant,2024-02-09,0.05,4.0,['G'],common
9029,"Naomi, Pillar of Order",Legendary Creature — Human Advisor,2022-02-18,0.04,5.0,"['B', 'W']",uncommon
9030,"Narci, Fable Singer",Legendary Creature — Human Bard,2023-08-04,,4.0,"['B', 'G', 'W']",mythic
9031,Narcomoeba,Creature — Illusion,2018-10-05,0.25,2.0,['U'],rare
9032,"Nardole, Resourceful Cyborg",Legendary Artifact Creature — Scientist,2023-10-13,0.10,2.0,['U'],rare
9033,"Narfi, Betrayer King",Legendary Snow Creature — Zombie Wizard,2021-02-05,0.05,5.0,"['B', 'U']",uncommon
9034,Narnam Cobra,Artifact Creature — Snake,2016-09-30,0.02,2.0,['G'],common
9035,Narnam Renegade,Creature — Elf Warrior,2017-01-20,0.18,1.0,['G'],uncommon
9036,"Narset, Enlightened Exile",Legendary Creature — Human Monk,2023-05-12,2.31,4.0,"['R', 'U', 'W']",mythic
9037,"Narset, Enlightened Master",Legendary Creature — Human Monk,2023-08-04,0.24,6.0,"['R', 'U', 'W']",mythic
9038,Narstad Scrapper,Artifact Creature — Construct,2012-05-04,0.02,5.0,[],common
9039,"Naru Meha, Master Wizard",Legendary Creature — Human Wizard,2021-04-23,0.38,4.0,['U'],mythic
9040,Narwhal,Creature — Whale,1995-10-01,1.19,4.0,['U'],rare
9041,Nascent Metamorph,Creature — Shapeshifter,2020-04-17,0.13,2.0,['U'],rare
9042,"Nashi, Moon Sage's Scion",Legendary Creature — Rat Ninja,2024-04-19,0.74,3.0,['B'],mythic
9043,"Nashi, Moon's Legacy",Legendary Creature — Rat Shaman,2023-05-12,0.11,3.0,"['B', 'G', 'U']",rare
9044,"Nashi, Searcher in the Dark",Legendary Creature — Rat Ninja Wizard,2024-09-27,0.19,2.0,"['B', 'U']",rare
9045,Nath of the Gilt-Leaf,Legendary Creature — Elf Warrior,2016-11-11,1.74,5.0,"['B', 'G']",rare
9046,Nath's Buffoon,Creature — Goblin Rogue,2007-10-12,0.11,2.0,['B'],common
9047,Nath's Elite,Creature — Elf Warrior,2007-10-12,0.08,5.0,['G'],common
9048,Nav Squad Commandos,Creature — Human Soldier,2013-02-01,0.07,5.0,['W'],common
9049,Naya Battlemage,Creature — Human Shaman,2008-10-03,0.16,3.0,"['G', 'R', 'W']",uncommon
9050,Naya Hushblade,Creature — Elf Rogue,2009-04-30,0.20,2.0,"['G', 'R', 'W']",common
9051,Naya Sojourners,Creature — Elf Shaman,2009-04-30,0.05,5.0,"['G', 'R', 'W']",common
9052,Naya Soulbeast,Creature — Beast,2013-11-01,0.20,8.0,['G'],rare
9053,"Nazahn, Revered Bladesmith",Legendary Creature — Cat Artificer,2017-08-25,,6.0,"['G', 'W']",mythic
9054,"Nazar, the Velvet Fang",Legendary Creature — Vampire Warlock,2024-11-15,1.81,4.0,['B'],uncommon
9055,Nazgûl,Creature — Wraith Knight,2023-06-23,8.80,3.0,['B'],uncommon
9056,Nearheath Chaplain,Creature — Human Cleric,2016-04-08,0.03,4.0,['W'],uncommon
9057,Nearheath Pilgrim,Creature — Human Cleric,2012-05-04,0.14,2.0,['W'],uncommon
9058,Nearheath Stalker,Creature — Vampire Rogue,2012-02-03,0.05,5.0,['R'],common
9059,Nebelgast Beguiler,Creature — Spirit,2021-11-19,0.02,5.0,['W'],common
9060,Nebelgast Herald,Creature — Spirit,2021-11-19,0.09,3.0,['U'],uncommon
9061,Nebelgast Intruder,Creature — Spirit,2021-09-24,0.02,3.0,['U'],uncommon
9062,Nebuchadnezzar,Legendary Creature — Human Wizard,1995-07-01,0.39,5.0,"['B', 'U']",rare
9063,Necra Disciple,Creature — Human Wizard,2001-06-04,0.10,1.0,"['B', 'G', 'W']",common
9064,Necratog,Creature — Atog,1997-06-09,0.30,3.0,['B'],uncommon
9065,Necravolver,Creature — Volver,2001-06-04,0.26,3.0,"['B', 'G', 'W']",rare
9066,Necrite,Creature — Thrull,1997-03-24,0.10,3.0,['B'],common
9067,Necrogen Rotpriest,Creature — Phyrexian Zombie Cleric,2023-02-03,0.09,4.0,"['B', 'G']",uncommon
9068,Necrogen Scudder,Creature — Phyrexian Horror,2014-07-18,0.03,3.0,['B'],uncommon
9069,Necrogoyf,Creature — Lhurgoyf,2021-06-18,0.17,5.0,['B'],rare
9070,Necromancer's Assistant,Creature — Zombie,2014-07-18,0.08,3.0,['B'],common
9071,Necromancer's Familiar,Creature — Bird Spirit,2021-06-18,0.01,4.0,['B'],uncommon
9072,Necromaster Dragon,Creature — Dragon,2015-03-27,0.31,5.0,"['B', 'U']",rare
9073,Necron Deathmark,Artifact Creature — Necron,2022-10-07,7.20,5.0,['B'],rare
9074,Necron Overlord,Artifact Creature — Necron Noble,2022-10-07,0.16,4.0,['B'],rare
9075,Necropanther,Creature — Cat Nightmare,2020-04-24,0.07,3.0,"['B', 'W']",uncommon
9076,Necropede,Artifact Creature — Phyrexian Insect,2010-10-01,0.39,2.0,[],uncommon
9077,Necroplasm,Creature — Ooze,2018-06-08,1.22,3.0,['B'],rare
9078,Necropolis,Artifact Creature — Wall,1994-08-01,1.05,5.0,[],uncommon
9079,Necropolis Fiend,Creature — Demon,2014-09-26,0.09,9.0,['B'],rare
9080,Necropolis Regent,Creature — Vampire,2021-11-19,0.46,6.0,['B'],mythic
9081,Necrosavant,Creature — Zombie Giant,2023-01-13,0.07,6.0,['B'],uncommon
9082,Necroskitter,Creature — Elemental,2015-05-22,12.98,3.0,['B'],rare
9083,Necrosquito,Creature — Phyrexian Insect,2023-02-03,0.03,4.0,['B'],uncommon
9084,Necrotic Ooze,Creature — Ooze,2022-07-08,1.98,4.0,['B'],rare
9085,Necrotic Sliver,Creature — Sliver,2023-08-04,0.14,3.0,"['B', 'W']",uncommon
9086,Nectar Faerie,Creature — Faerie Wizard,2007-10-12,0.34,2.0,['B'],uncommon
9087,Needlebug,Artifact Creature — Insect,2003-10-02,0.14,4.0,[],uncommon
9088,Needlepeak Spider,Creature — Spider,2021-03-19,0.07,4.0,['R'],common
9089,Needleshot Gourna,Creature — Beast,2003-02-03,0.12,6.0,['G'],common
9090,Needle Specter,Creature — Specter,2008-07-25,1.22,3.0,['B'],rare
9091,Needlethorn Drake,Creature — Drake,2021-04-23,0.06,2.0,"['G', 'U']",common
9092,Needletooth Pack,Creature — Dinosaur,2024-11-15,0.27,5.0,['G'],uncommon
9093,Needletooth Raptor,Creature — Dinosaur,2018-01-19,0.25,4.0,['R'],uncommon
9094,"Neera, Wild Mage",Legendary Creature — Human Elf Shaman,2022-06-10,0.13,6.0,"['R', 'U']",rare
9095,"Neerdiv, Devious Diver",Legendary Creature — Merfolk Rogue,2024-11-15,25.91,3.0,['U'],rare
9096,Nefarious Imp,Creature — Imp,2022-06-10,0.05,3.0,['B'],common
9097,"Nefarox, Overlord of Grixis",Legendary Creature — Demon,2012-07-13,0.46,6.0,['B'],rare
9098,Nefashu,Creature — Zombie Mutant,2009-09-04,0.28,6.0,['B'],rare
9099,Nef-Crop Entangler,Creature — Human Warrior,2017-04-28,0.04,2.0,['R'],common
9100,"Neheb, Dreadhorde Champion",Legendary Creature — Zombie Minotaur Warrior,2022-09-09,0.25,4.0,['R'],rare
9101,"Neheb, the Eternal",Legendary Creature — Zombie Minotaur Warrior,2024-02-09,1.08,5.0,['R'],mythic
9102,"Neheb, the Worthy",Legendary Creature — Minotaur Warrior,2017-04-28,0.20,3.0,"['B', 'R']",rare
9103,Neighborhood Guardian,Creature — Unicorn,2024-02-09,0.03,2.0,['W'],uncommon
9104,Nekrataal,Creature — Human Assassin,2016-06-10,0.18,4.0,['B'],uncommon
9105,"Nekusar, the Mindrazer",Legendary Creature — Zombie Wizard,2023-08-04,1.28,5.0,"['B', 'R', 'U']",rare
9106,"Nelly Borca, Impulsive Accuser",Legendary Creature — Human Detective,2024-02-09,,4.0,"['R', 'W']",mythic
9107,Nema Siltlurker,Creature — Lizard,2010-04-23,0.05,5.0,['G'],common
9108,"Nemata, Grove Guardian",Legendary Creature — Treefolk,2023-08-04,0.14,6.0,['G'],uncommon
9109,"Nemata, Primeval Warden",Legendary Creature — Treefolk,2022-09-09,1.08,4.0,"['B', 'G']",rare
9110,Nemesis of Mortals,Creature — Snake,2013-09-27,0.08,6.0,['G'],uncommon
9111,Nemesis of Reason,Creature — Leviathan Horror,2022-06-10,0.58,5.0,"['B', 'U']",rare
9112,Nemesis Phoenix,Creature — Phoenix,2022-06-10,0.08,5.0,['R'],uncommon
9113,Nephalia Moondrakes,Creature — Drake,2016-04-08,0.12,7.0,['U'],rare
9114,Nephalia Seakite,Creature — Bird,2013-07-19,0.03,4.0,['U'],common
9115,Nephalia Smuggler,Creature — Human Rogue,2022-07-08,0.07,1.0,['U'],uncommon
9116,Nervous Gardener,Creature — Dryad,2024-02-09,0.02,2.0,['G'],common
9117,Nessian Asp,Creature — Snake,2016-08-26,0.05,5.0,['G'],uncommon
9118,Nessian Boar,Creature — Boar,2020-01-24,0.15,5.0,['G'],rare
9119,Nessian Courser,Creature — Centaur Warrior,2013-09-27,0.04,3.0,['G'],common
9120,Nessian Demolok,Creature — Beast,2014-02-07,0.08,5.0,['G'],uncommon
9121,Nessian Game Warden,Creature — Beast,2014-05-02,0.07,5.0,['G'],uncommon
9122,Nessian Hornbeetle,Creature — Insect,2024-11-15,0.20,2.0,['G'],uncommon
9123,Nessian Wanderer,Creature — Satyr Scout,2023-08-04,0.15,2.0,['G'],uncommon
9124,Nessian Wilds Ravager,Creature — Hydra,2014-02-07,0.26,6.0,['G'],rare
9125,Nested Ghoul,Creature — Phyrexian Zombie Warrior,2011-02-04,0.12,5.0,['B'],uncommon
9126,Nested Shambler,Creature — Zombie,2021-06-18,0.06,1.0,['B'],common
9127,Nesting Dovehawk,Creature — Bird,2023-04-21,16.27,4.0,['W'],rare
9128,Nesting Dragon,Creature — Dragon,2024-04-19,0.26,5.0,['R'],rare
9129,Nesting Wurm,Creature — Wurm,2000-02-14,0.24,6.0,['G'],uncommon
9130,Nest Invader,Creature — Eldrazi Drone,2016-11-25,0.32,2.0,['G'],common
9131,Nest Robber,Creature — Dinosaur,2017-09-29,0.05,2.0,['R'],common
9132,Netcaster Spider,Creature — Spider,2019-07-12,0.05,3.0,['G'],common
9133,Netherborn Phalanx,Creature — Horror,2005-10-07,1.23,6.0,['B'],uncommon
9134,Nethergoyf,Creature — Lhurgoyf,2024-06-14,15.51,1.0,['B'],mythic
9135,Nether Horror,Creature — Horror,2010-07-16,0.08,4.0,['B'],common
9136,Nether Shadow,Creature — Spirit,1997-03-24,1.87,2.0,['B'],rare
9137,Nether Spirit,Creature — Spirit,2019-06-14,0.13,3.0,['B'],rare
9138,Nether Traitor,Creature — Spirit,2021-03-19,4.17,2.0,['B'],rare
9139,"Nethroi, Apex of Death",Legendary Creature — Cat Nightmare Beast,2022-09-09,0.26,5.0,"['B', 'G', 'W']",mythic
9140,Netter en-Dal,Creature — Human Spellshaper,2000-02-14,0.14,1.0,['W'],common
9141,Nettle Drone,Creature — Eldrazi Drone,2015-10-02,0.13,3.0,['R'],common
9142,Nettle Guard,Creature — Mouse Soldier,2024-08-02,0.02,2.0,['W'],common
9143,Nettle Sentinel,Creature — Elf Warrior,2018-03-16,0.17,1.0,['G'],common
9144,Nettle Swine,Creature — Boar,2012-05-04,0.06,4.0,['G'],common
9145,Nettletooth Djinn,Creature — Djinn,1996-10-08,0.22,4.0,['G'],uncommon
9146,Nettling Imp,Creature — Imp,1994-06-21,,3.0,['B'],uncommon
9147,Nettling Nuisance,Creature — Faerie Rogue,2023-09-08,0.18,3.0,['B'],rare
9148,Network Disruptor,Artifact Creature — Moonfolk Rogue,2022-02-18,0.04,1.0,['U'],common
9149,Neurok Commando,Creature — Human Rogue,2011-02-04,0.07,3.0,['U'],uncommon
9150,Neurok Familiar,Creature — Bird,2003-10-02,0.09,2.0,['U'],common
9151,Neurok Invisimancer,Creature — Human Wizard,2012-03-30,0.22,3.0,['U'],common
9152,Neurok Prodigy,Creature — Human Wizard,2004-02-06,0.04,3.0,['U'],common
9153,Neurok Replica,Artifact Creature — Wizard,2018-04-06,0.03,3.0,['U'],common
9154,Neurok Spy,Creature — Human Rogue,2003-10-02,0.07,3.0,['U'],common
9155,Neurok Transmuter,Creature — Human Wizard,2004-02-06,0.17,3.0,['U'],uncommon
9156,"Neva, Stalked by Nightmares",Legendary Creature — Human Noble,2023-09-08,0.04,4.0,"['B', 'W']",uncommon
9157,Nevermaker,Creature — Elemental,2008-02-01,0.13,4.0,['U'],uncommon
9158,Neverwinter Dryad,Creature — Dryad,2021-07-23,0.04,1.0,['G'],common
9159,Neverwinter Hydra,Creature — Hydra,2021-07-23,3.83,2.0,['G'],rare
9160,"Nevinyrral, Urborg Tyrant",Legendary Creature — Zombie Wizard,2020-11-20,0.16,6.0,"['B', 'U', 'W']",rare
9161,New Prahv Guildmage,Creature — Human Wizard,2012-10-05,0.04,2.0,"['U', 'W']",uncommon
9162,Nexos,Creature — Human Tyranid Advisor,2022-10-07,2.11,2.0,['G'],rare
9163,Nexus Wardens,Creature — Satyr Archer,2020-01-24,0.02,3.0,['G'],common
9164,"Neyali, Suns' Vanguard",Legendary Creature — Human Rebel,2023-02-03,1.12,4.0,"['R', 'W']",mythic
9165,Neyam Shai Murad,Legendary Creature — Human Rogue,2022-10-07,0.11,4.0,"['B', 'W']",rare
9166,Neyith of the Dire Hunt,Legendary Creature — Human Warrior,2020-07-17,14.16,4.0,"['G', 'R']",rare
9167,"Nezahal, Primal Tide",Legendary Creature — Elder Dinosaur,2020-11-20,7.98,7.0,['U'],rare
9168,Nezumi Bladeblesser,Creature — Rat Samurai,2022-02-18,0.03,3.0,['B'],common
9169,Nezumi Bone-Reader,Creature — Rat Shaman,2004-10-01,0.36,2.0,['B'],uncommon
9170,Nezumi Cutthroat,Creature — Rat Warrior,2018-03-16,0.13,2.0,['B'],common
9171,Nezumi Freewheeler // Hideous Fleshwheeler,Creature — Rat Samurai // Creature — Phyrexian Rat,2023-04-21,0.06,4.0,"['B', 'W']",uncommon
9172,Nezumi Graverobber // Nighteyes the Desecrator,Creature — Rat Rogue // Legendary Creature — Rat Wizard,2018-06-08,0.46,2.0,['B'],uncommon
9173,Nezumi Informant,Creature — Rat Rogue,2023-04-21,0.19,2.0,['B'],common
9174,Nezumi Linkbreaker,Creature — Rat Warlock,2024-04-19,0.03,1.0,['B'],common
9175,Nezumi Prowler,Artifact Creature — Rat Ninja,2022-02-18,0.15,2.0,['B'],uncommon
9176,Nezumi Ronin,Creature — Rat Samurai,2004-10-01,0.15,3.0,['B'],common
9177,Nezumi Shadow-Watcher,Creature — Rat Warrior,2005-02-04,0.13,1.0,['B'],uncommon
9178,Nezumi Shortfang // Stabwhisker the Odious,Creature — Rat Rogue // Legendary Creature — Rat Shaman,2004-10-01,2.88,2.0,['B'],rare
9179,Niall Silvain,Creature — Ouphe,1994-08-01,4.46,3.0,['G'],rare
9180,"Niambi, Esteemed Speaker",Legendary Creature — Human Cleric,2020-07-03,0.17,2.0,"['U', 'W']",rare
9181,"Niambi, Faithful Healer",Legendary Creature — Human Cleric,2018-04-27,0.13,3.0,"['U', 'W']",rare
9182,Niblis of Dusk,Creature — Spirit,2016-04-08,0.02,3.0,['U'],common
9183,Niblis of Frost,Creature — Spirit,2020-04-17,0.32,4.0,['U'],rare
9184,Niblis of the Breath,Creature — Spirit,2012-02-03,0.13,3.0,['U'],uncommon
9185,Niblis of the Mist,Creature — Spirit,2012-02-03,0.04,3.0,['W'],common
9186,Niblis of the Urn,Creature — Spirit,2012-02-03,0.15,2.0,['W'],uncommon
9187,"Nicanzil, Current Conductor",Legendary Creature — Merfolk Scout,2023-11-17,0.04,2.0,"['G', 'U']",uncommon
9188,"Nick Valentine, Private Eye",Legendary Artifact Creature — Synth Detective,2024-03-08,0.10,3.0,['U'],rare
9189,Nicol Bolas,Legendary Creature — Elder Dragon,2018-03-16,1.06,8.0,"['B', 'R', 'U']",rare
9190,"Nicol Bolas, the Ravager // Nicol Bolas, the Arisen",Legendary Creature — Elder Dragon // Legendary Planeswalker — Bolas,2018-07-13,15.85,4.0,"['B', 'R', 'U']",mythic
9191,Night Clubber,Creature — Human Warrior,2022-04-29,0.07,3.0,['B'],uncommon
9192,Nightdrinker Moroii,Creature — Vampire,2024-02-09,0.02,4.0,['B'],uncommon
9193,Nightfire Giant,Creature — Zombie Giant,2014-07-18,0.04,5.0,"['B', 'R']",uncommon
9194,Nightguard Patrol,Creature — Human Soldier,2005-10-07,0.09,3.0,['W'],common
9195,Nighthawk Scavenger,Creature — Vampire Rogue,2024-04-19,0.21,3.0,['B'],rare
9196,Nighthowler,Enchantment Creature — Horror,2022-06-10,0.20,3.0,['B'],rare
9197,Night Incarnate,Creature — Elemental,2018-08-09,0.43,5.0,['B'],rare
9198,Nightkin Ambusher,Creature — Mutant Warrior,2024-03-08,0.06,4.0,"['B', 'U']",uncommon
9199,Nightmare,Creature — Nightmare Horse,2017-04-15,0.11,6.0,['B'],rare
9200,Nightmare Shepherd,Enchantment Creature — Demon,2024-09-27,0.22,4.0,['B'],rare
9201,Night Market Aeronaut,Creature — Aetherborn Warrior,2017-01-20,0.02,4.0,['B'],common
9202,Night Market Guard,Artifact Creature — Construct,2018-06-08,0.03,3.0,[],common
9203,Night Market Lookout,Creature — Human Rogue,2016-09-30,0.06,1.0,['B'],common
9204,Nightpack Ambusher,Creature — Wolf,2019-07-12,0.44,4.0,['G'],rare
9205,Night Revelers,Creature — Vampire,2011-09-30,0.09,5.0,['R'],common
9206,Nightscape Apprentice,Creature — Zombie Wizard,2000-10-02,0.12,1.0,"['B', 'R', 'U']",common
9207,Nightscape Battlemage,Creature — Zombie Wizard,2001-02-05,0.21,3.0,"['B', 'R', 'U']",uncommon
9208,Nightscape Familiar,Creature — Zombie,2023-01-13,0.25,2.0,['B'],common
9209,Nightscape Master,Creature — Zombie Wizard,2000-10-02,0.27,4.0,"['B', 'R', 'U']",rare
9210,Nightshade Assassin,Creature — Human Assassin,2021-03-19,0.08,4.0,['B'],uncommon
9211,Nightshade Dryad,Creature — Dryad,2024-06-14,0.09,2.0,['G'],common
9212,Nightshade Harvester,Creature — Elf Shaman,2024-09-27,0.14,4.0,['B'],rare
9213,Nightshade Peddler,Creature — Human Druid,2012-05-04,0.07,2.0,['G'],common
9214,Nightshade Schemers,Creature — Faerie Wizard,2008-02-01,0.23,5.0,['B'],uncommon
9215,Nightshade Seer,Creature — Human Wizard,1999-06-07,0.21,4.0,['B'],uncommon
9216,Nightshade Stinger,Creature — Faerie Rogue,2020-07-17,0.07,1.0,['B'],common
9217,Nightsky Mimic,Creature — Shapeshifter,2008-07-25,0.14,2.0,"['B', 'W']",common
9218,Nightsoil Kami,Creature — Spirit,2005-06-03,0.13,6.0,['G'],common
9219,Nightsquad Commando,Creature — Human Soldier,2020-04-24,0.02,3.0,['B'],common
9220,Nightstalker Engine,Creature — Nightstalker,1998-06-24,0.61,5.0,['B'],rare
9221,Nightveil Predator,Creature — Vampire,2024-01-12,0.05,4.0,"['B', 'U']",uncommon
9222,Nightveil Specter,Creature — Specter,2013-02-01,0.84,3.0,"['B', 'U']",rare
9223,Nightveil Sprite,Creature — Faerie Rogue,2024-02-09,0.07,2.0,['U'],uncommon
9224,Nightwhorl Hermit,Creature — Rat Rogue,2024-08-02,0.02,3.0,['U'],common
9225,Nightwind Glider,Creature — Human Rebel,1999-10-04,0.15,3.0,['W'],common
